Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,normalized_dti,normalized_emi,normalized_delinquency,normalized_credit_history,normalized_savings,normalized_utilization,normalized_utilization_risk,normalized_inquiry_intensity,normalized_investment_ratio,normalized_loan_burden_index,behavioral_risk_indicator,credit_mix_quality,normalized_savings_capacity_ratio,population_density_factor,Default_Flag,Borrower_Tier,Debt_Stress_Index,Repayment_Stress,Credit_Exposure,Liquidity_Buffer,Behavioral_Risk_Composite,Credit_Instability,Payment_Instability,Net_Cash_Flow,Obligation_Ratio,Credit_Depth
10183.015,1074.5845833333333,7,5,17,5,48,21,7.97,8,Bad,1672.43,33.72430069146658,110,Yes,37.58807283812568,66.98367928238576,Low_spent_Small_value_payments,292.8867062128219,0.1642,0.034947,1.0,0.916667,0.272305,1.0,1.0,1.0,0.062277,1.0,1,0,0.902686,1.08,1,Near_Prime,0.1642,0.034947,168.6215034573329,0.237358,1.0,63.76,1008,1036.9965104952075,0.034946645220254896,10
20787.69,1999.3075,8,6,14,3,22,14,1.13,3,Standard,614.6,38.95299631544785,186,No,42.22199265643221,49.50353558666441,High_spent_Medium_value_payments,358.20522175690337,0.0296,0.021108,1.0,1.0,0.179075,1.0,1.0,0.428571,0.024748,1.0,0,1,0.954121,1.0,0,Near_Prime,0.0296,0.021108,233.7179778926871,0.15796700000000002,0.0,3.3899999999999997,308,1957.0855073435678,0.021107751011498088,9
20787.69,1999.3075,8,6,14,3,22,15,1.13,3,Standard,614.6,26.54850967751556,188,No,42.22199265643221,257.6586730041918,Low_spent_Small_value_payments,190.050084339376,0.0296,0.021108,1.0,1.0,0.09501,1.0,1.0,0.428571,0.12881,1.0,0,1,0.850008,1.08,0,Near_Prime,0.0296,0.021108,159.29105806509335,0.073902,0.0,3.3899999999999997,330,1957.0855073435678,0.021107751011498088,9
20787.69,1999.3075,8,6,14,3,22,14,1.13,5,Standard,614.6,35.33001552852757,189,No,42.22199265643221,106.328847397762,Low_spent_Small_value_payments,341.3799099458058,0.0296,0.021108,1.0,1.0,0.170664,1.0,1.0,0.714286,0.053156,1.0,0,1,0.925699,1.08,0,Near_Prime,0.0296,0.021108,211.9800931711654,0.14955600000000002,0.0,5.6499999999999995,308,1957.0855073435678,0.021107751011498088,9
34290.12,2697.51,9,8,25,7,49,9,13.96,13,Standard,2686.81,38.94266783614944,144,Yes,185.1119825795006,167.28030215512513,Low_spent_Large_value_payments,187.3587152653744,0.0784,0.068598,1.0,1.0,0.06943,1.0,1.0,1.0,0.06199,1.0,1,1,0.869364,1.04,0,Prime,0.0784,0.068598,311.5413426891955,0.0008319999999999994,1.0,181.48000000000002,441,2512.3980174205,0.06859784939818662,15
43070.24,3622.186666666666,3,3,18,1,6,8,5.9700000000000015,8,Standard,1233.1,27.548973092343964,200,Yes,30.57608482316153,142.3748859905269,High_spent_Small_value_payments,449.2676958529782,0.0286,0.008439,1.0,1.0,0.123998,1.0,1.0,1.0,0.039295,1.0,1,1,0.952252,1.08,1,Near_Prime,0.0286,0.008439,82.64691927703188,0.115559,1.0,47.76000000000001,48,3591.6105818435044,0.008439003461914245,4
43070.24,3622.186666666666,3,3,18,1,11,7,8.97,8,Standard,1233.1,31.553922400187425,201,Yes,30.57608482316153,28.187146041020004,High_spent_Large_value_payments,543.4554358024851,0.0286,0.008439,1.0,1.0,0.149994,1.0,1.0,1.0,0.00778,1.0,1,1,0.983777,1.08,0,Near_Prime,0.0286,0.008439,94.66176720056228,0.141555,1.0,71.76,77,3591.6105818435044,0.008439003461914245,4
28572.39,2210.0325,6,3,15,3,25,12,4.89,2,Standard,400.07,31.909035592946104,312,Yes,69.60292048199007,139.64054008224986,High_spent_Small_value_payments,271.75978943576007,0.014,0.03148,1.0,1.0,0.122911,1.0,1.0,0.5,0.063156,1.0,1,1,0.905321,1.08,1,Near_Prime,0.014,0.03148,95.7271067788383,0.09143100000000001,1.0,9.78,300,2140.4295795180096,0.03147982695052654,6
20186.02,1684.168333333333,1,5,1,2,5,6,6.83,4,Good,413.32,30.419567349784646,190,No,29.534583720496048,48.014654022904885,High_spent_Medium_value_payments,340.8675955899324,0.0205,0.017526,1.0,1.0,0.202275,1.0,1.0,0.666667,0.028492,1.0,0,2,0.953954,0.96,1,Prime,0.0205,0.017526,152.09783674892324,0.184749,0.0,27.32,30,1654.633749612837,0.017526191975181144,7
20186.02,1684.168333333333,1,5,1,2,5,5,6.83,4,Good,413.32,40.296580610984286,191,No,29.534583720496048,55.934633624194056,High_spent_Medium_value_payments,332.9476159886433,0.0205,0.017526,1.0,1.0,0.197575,1.0,1.0,0.666667,0.033192,1.0,0,2,0.949251,1.04,0,Prime,0.0205,0.017526,201.48290305492142,0.18004900000000001,0.0,27.32,25,1654.633749612837,0.017526191975181144,7
18627.64,1387.303333333333,7,7,19,6,31,23,5.07,7,Bad,1793.54,34.78982153993944,197,Yes,65.13948777561222,74.3042407099912,High_spent_Small_value_payments,259.2866048477299,0.0963,0.04692,1.0,1.0,0.186765,1.0,1.0,0.875,0.053522,1.0,1,0,0.899486,1.0,0,Near_Prime,0.0963,0.04692,243.52875077957606,0.139845,1.0,35.49,713,1322.1638455577208,0.04692021276014049,13
12986.745,959.22875,4,3,10,2,27,17,11.8,7,Standard,1489.49,25.77541495147188,94,Yes,16.719300227776053,99.16492465658864,Low_spent_Medium_value_payments,260.0386501156353,0.1147,0.017412,1.0,0.783333,0.270809,1.0,1.0,1.0,0.103272,1.0,1,1,0.87919,1.0,1,Subprime,0.1147,0.017412,77.32624485441565,0.25339700000000004,1.0,82.60000000000001,459,942.5094497722239,0.01741178883445851,5
12986.745,959.22875,4,3,10,2,30,16,11.8,7,Standard,1489.49,26.41550224652845,95,Yes,16.719300227776053,49.9102338322073,Low_spent_Small_value_payments,319.2933409400166,0.1147,0.017412,1.0,0.791667,0.332518,1.0,1.0,1.0,0.051977,1.0,1,1,0.930538,1.04,0,Subprime,0.1147,0.017412,79.24650673958536,0.315106,1.0,82.60000000000001,480,942.5094497722239,0.01741178883445851,5
58317.0,4664.75,8,5,9,6,18,20,16.58,10,Standard,98.97,36.34203464170722,139,Yes,149.89719942100822,162.73642005944183,Low_spent_Medium_value_payments,433.84138051954994,0.0017,0.032127,1.0,1.0,0.092984,1.0,1.0,1.0,0.034879,1.0,1,1,0.93298,1.0,0,Near_Prime,0.0017,0.032127,181.7101732085361,0.060856999999999994,1.0,165.79999999999998,360,4514.852800578992,0.03212713913540336,11
42171.98,3764.331666666667,2,7,10,3,8,11,2.58,4,Good,556.91,28.76152739499421,222,No,102.7629131170904,304.8093010913887,Low_spent_Large_value_payments,238.8609524581876,0.0132,0.027292,1.0,1.0,0.063437,1.0,1.0,0.5,0.080952,1.0,0,2,0.891728,1.0,1,Prime,0.0132,0.027292,201.33069176495948,0.036145,0.0,10.32,88,3661.5687535495767,0.02729186223535609,10
42171.98,3764.331666666667,2,7,10,3,4,10,2.58,6,Good,556.91,36.578239192701815,224,No,102.7629131170904,214.14104649116825,Low_spent_Large_value_payments,329.529207058408,0.0132,0.027292,1.0,1.0,0.087517,1.0,1.0,0.75,0.056872,1.0,0,2,0.915814,1.0,0,Prime,0.0132,0.027292,256.0476743489127,0.060225,0.0,15.48,40,3661.5687535495767,0.02729186223535609,10
15566.02,1423.168333333333,8,5,32,4,12,20,3.24,9,Standard,1693.95,30.77530249613676,87,Yes,43.07051960231588,85.06097027152596,Low_spent_Small_value_payments,304.1853434594915,0.1088,0.030243,1.0,0.725,0.213588,1.0,1.0,1.0,0.059727,1.0,1,1,0.909967,1.04,1,Subprime,0.1088,0.030243,153.8765124806838,0.183345,1.0,29.160000000000004,240,1380.0978137310171,0.030242576382461268,9
15566.02,1423.168333333333,8,5,32,4,17,20,9.24,9,Standard,1693.95,24.03584985300275,88,Yes,43.07051960231588,147.41818402641738,Low_spent_Small_value_payments,241.8281297046001,0.1088,0.030243,1.0,0.733333,0.169803,1.0,1.0,1.0,0.103512,1.0,1,1,0.866152,1.08,1,Subprime,0.1088,0.030243,120.17924926501374,0.13956000000000002,1.0,83.16,340,1380.0978137310171,0.030242576382461268,9
66567.32,5800.276666666668,5,7,5,2,7,15,5.67,2,Standard,233.79,26.47501157048493,250,No,100.18936089086122,107.65137008979312,High_spent_Medium_value_payments,622.1869356860124,0.0035,0.01727,1.0,1.0,0.10725,1.0,1.0,0.25,0.018556,1.0,0,1,0.964167,1.04,1,Subprime,0.0035,0.01727,185.32508099339452,0.08998,0.0,11.34,105,5700.087305775806,0.01727022630493309,9
66567.32,5800.276666666668,5,7,5,2,7,15,5.67,2,Standard,233.79,40.303827080568375,252,No,100.18936089086122,100.39587069098452,High_spent_Large_value_payments,619.442435084821,0.0035,0.01727,1.0,1.0,0.106777,1.0,1.0,0.25,0.017306,1.0,0,1,0.965418,1.08,0,Subprime,0.0035,0.01727,282.1267895639786,0.089507,0.0,11.34,105,5700.087305775806,0.01727022630493309,9
30788.44,2623.703333333333,7,9,31,6,50,21,20.73,9,Bad,3470.08,36.226656344628886,20,Yes,114.533020898938,296.1071984225468,Low_spent_Small_value_payments,141.7301140118485,0.1127,0.043637,1.0,0.166667,0.053999,1.0,1.0,0.9,0.112815,1.0,1,0,0.843488,0.96,1,Near_Prime,0.1127,0.043637,326.03990710166,0.010361999999999996,1.0,186.57,1050,2509.170312434395,0.04363655863288855,15
30788.44,2623.703333333333,7,9,31,6,44,20,17.73,13,Bad,3470.08,33.491468635341825,21,Yes,114.533020898938,343.2481544688096,Low_spent_Small_value_payments,94.5891579655858,0.1127,0.043637,1.0,0.175,0.036038,1.0,1.0,1.0,0.130776,1.0,1,0,0.825521,1.04,1,Near_Prime,0.1127,0.043637,301.42321771807644,-0.007599000000000002,1.0,230.49,880,2509.170312434395,0.04363655863288855,15
20574.47,1740.539166666667,6,3,14,4,6,10,14.74,11,Standard,749.95,39.73211698649768,117,Yes,49.348666321498655,65.93064944867074,Low_spent_Large_value_payments,328.7746008964973,0.0364,0.028336,1.0,0.975,0.188784,1.0,1.0,1.0,0.037858,1.0,1,1,0.933768,1.0,0,Prime,0.0364,0.028336,119.19635095949303,0.160448,1.0,162.14000000000001,60,1691.1905003451682,0.028336236856477234,7
20574.47,1740.539166666667,6,3,14,4,6,12,10.74,11,Standard,749.95,34.37783509597484,118,Yes,49.348666321498655,43.56526478885986,High_spent_Large_value_payments,321.13998555630815,0.0364,0.028336,1.0,0.983333,0.1844,1.0,1.0,1.0,0.025015,1.0,1,1,0.946618,0.96,0,Prime,0.0364,0.028336,103.13350528792452,0.156064,1.0,118.14,72,1691.1905003451682,0.028336236856477234,7
87215.68,7489.973333333332,2,6,8,2,2,6,10.98,0,Good,680.77,26.45454790745145,217,No,121.68201673654264,579.8625969032331,Low_spent_Large_value_payments,317.4527196935575,0.0078,0.016244,1.0,1.0,0.042378,1.0,1.0,0.0,0.077408,1.0,0,2,0.906335,1.08,0,Prime,0.0078,0.016244,158.72728744470868,0.026133999999999998,0.0,0.0,12,7368.29131659679,0.01624381923709193,8
95956.5,8279.375,8,4,11,2,28,10,12.94,7,Standard,1079.73,41.72201510339915,325,No,95.5216287821567,206.3335930448604,High_spent_Large_value_payments,766.0822781729829,0.0113,0.011536,1.0,1.0,0.092518,1.0,1.0,1.0,0.024918,1.0,0,1,0.963541,1.08,1,Near_Prime,0.0113,0.011536,166.8880604135966,0.080982,0.0,90.58,280,8183.853371217843,0.011535906137361737,6
95956.5,8279.375,8,4,11,2,23,10,7.939999999999999,7,Standard,1079.73,28.91782480697284,326,No,95.5216287821567,437.4900382996484,Low_spent_Medium_value_payments,574.9258329181949,0.0113,0.011536,1.0,1.0,0.069432,1.0,1.0,1.0,0.052835,1.0,0,1,0.935622,0.96,0,Near_Prime,0.0113,0.011536,115.67129922789135,0.057895999999999996,0.0,55.57999999999999,230,8183.853371217843,0.011535906137361737,6
49967.01,4091.9175,6,5,31,6,27,13,19.87,12,Standard,2253.95,29.132503896515377,176,Yes,156.00331166279182,450.92634217999466,Low_spent_Small_value_payments,92.26209615721348,0.0451,0.038115,1.0,1.0,0.022542,1.0,1.0,1.0,0.110172,1.0,1,1,0.851676,1.0,0,Prime,0.0451,0.038115,145.6625194825769,-0.015573000000000004,1.0,238.44,351,3935.914188337208,0.038115430292155125,11
49967.01,4091.9175,6,5,31,6,27,11,16.87,12,Standard,2253.95,26.041476458839284,177,Yes,156.00331166279182,120.77377718668968,Low_spent_Medium_value_payments,412.4146611505183,0.0451,0.038115,1.0,1.0,0.100763,1.0,1.0,1.0,0.029508,1.0,1,1,0.93236,1.08,0,Prime,0.0451,0.038115,130.2073822941964,0.06264800000000001,1.0,202.44,297,3935.914188337208,0.038115430292155125,11
49967.01,4091.9175,6,5,31,6,27,12,19.87,12,Standard,2253.95,26.3161966456708,179,Yes,156.00331166279182,189.42998072111016,High_spent_Small_value_payments,323.75845761609787,0.0451,0.038115,1.0,1.0,0.079102,1.0,1.0,1.0,0.046282,1.0,1,1,0.915582,1.0,1,Prime,0.0451,0.038115,131.580983228354,0.040987,1.0,238.44,324,3935.914188337208,0.038115430292155125,11
17251.38,1654.615,6,3,7,7,8,18,15.06,10,Standard,2431.64,37.63832057733276,123,Yes,57.35116518894053,38.11306460513448,High_spent_Small_value_payments,329.99727020592496,0.1409,0.03464,1.0,1.0,0.19932,1.0,1.0,1.0,0.02302,1.0,1,1,0.942304,1.08,1,Prime,0.1409,0.03464,112.91496173199829,0.16468,1.0,150.6,144,1597.2638348110595,0.03464039960313269,10
36822.29,3132.524166666666,8,7,6,4,14,19,5.79,5,Standard,125.25,23.9825937667405,254,No,95.8007129241996,48.255463313051976,High_spent_Large_value_payments,409.1962404294151,0.0034,0.030573,1.0,1.0,0.130587,1.0,1.0,0.625,0.0154,1.0,0,1,0.954013,1.04,1,Near_Prime,0.0034,0.030573,167.8781563671835,0.100014,0.0,28.95,266,3036.7234537424665,0.030572833598442952,11
36822.29,3132.524166666666,8,7,6,4,14,19,5.79,5,Standard,125.25,30.366771673201672,255,No,95.8007129241996,84.65669024985695,High_spent_Medium_value_payments,382.7950134926101,0.0034,0.030573,1.0,1.0,0.122161,1.0,1.0,0.625,0.027016,1.0,0,1,0.942392,1.04,1,Near_Prime,0.0034,0.030573,212.5674017124117,0.091588,0.0,28.95,266,3036.7234537424665,0.030572833598442952,11
73737.36,5936.78,7,3,18,4,20,23,13.92,2,Standard,1219.39,30.877438089901627,319,Yes,214.8134632011097,160.9675294633013,High_spent_Medium_value_payments,467.8970073355889,0.0165,0.036177,1.0,1.0,0.0788,1.0,1.0,0.5,0.027109,1.0,1,1,0.936703,0.96,0,Subprime,0.0165,0.036177,92.63231426970488,0.042622999999999994,1.0,27.84,460,5721.96653679889,0.03617740354157778,7
73737.36,5936.78,7,3,18,4,20,20,10.92,5,Standard,1219.39,38.30456756460622,320,Yes,214.8134632011097,257.22999006478324,High_spent_Small_value_payments,381.6345467341071,0.0165,0.036177,1.0,1.0,0.064272,1.0,1.0,1.0,0.043321,1.0,1,1,0.920488,1.04,0,Near_Prime,0.0165,0.036177,114.91370269381865,0.028094999999999995,1.0,54.6,400,5721.96653679889,0.03617740354157778,7
88362.46,7255.538333333334,5,2,8,3,15,8,11.01,6,Good,325.93,29.97310198091432,316,No,211.1843903373817,314.1270048541402,High_spent_Small_value_payments,460.24243814181153,0.0037,0.029103,1.0,1.0,0.063425,1.0,1.0,1.0,0.043289,1.0,0,2,0.927599,1.0,0,Prime,0.0037,0.029103,59.94620396182864,0.03432199999999999,0.0,66.06,120,7044.353942995952,0.029102635531778814,5
60162.1,5197.508333333333,5,7,5,7,18,10,14.79,9,Standard,1037.45,35.9681581457689,140,Yes,220.2137267039484,437.96138947503647,Low_spent_Small_value_payments,151.57571715434852,0.0172,0.042361,1.0,1.0,0.029158,1.0,1.0,1.0,0.084248,1.0,1,1,0.873367,1.0,0,Prime,0.0172,0.042361,251.77710702038232,-0.013203000000000003,1.0,133.10999999999999,180,4977.294606629384,0.04236094521421018,14
54820.89,4295.4075,8,7,28,6,41,17,20.42,11,Bad,4795.13,29.84794832139709,39,Yes,169.48198431622052,325.68127145626,Low_spent_Small_value_payments,224.3774942275196,0.0875,0.039447,1.0,0.325,0.052224,1.0,1.0,1.0,0.075803,1.0,1,0,0.884723,1.08,0,Near_Prime,0.0875,0.039447,208.93563824977963,0.012776999999999997,1.0,224.62,697,4125.92551568378,0.03944737186037882,13
30390.44,2721.5366666666664,5,6,5,4,19,20,8.36,6,Standard,580.31,39.0985593956832,250,No,64.84803820501804,329.21463106560134,Low_spent_Small_value_payments,168.0909973960473,0.0191,0.023819,1.0,1.0,0.061741,1.0,1.0,0.857143,0.120922,1.0,0,1,0.855206,1.08,1,Near_Prime,0.0191,0.023819,234.59135637409923,0.037922,0.0,50.16,380,2656.6886284616485,0.02381897698531812,10
30390.44,2721.5366666666664,5,6,5,4,22,20,8.36,6,Standard,580.31,36.83997819098044,251,No,64.84803820501804,45.18470250450465,High_spent_Large_value_payments,402.120925957144,0.0191,0.023819,1.0,1.0,0.147701,1.0,1.0,0.857143,0.016597,1.0,0,1,0.95957,0.96,0,Near_Prime,0.0191,0.023819,221.03986914588262,0.12388199999999999,0.0,50.16,440,2656.6886284616485,0.02381897698531812,10
45207.54,3507.295,8,8,24,6,24,20,9.78,13,Bad,2497.48,26.125446441717568,171,Yes,148.91327341500903,32.07149617579405,High_spent_Large_value_payments,409.7447304091969,0.0552,0.042446,1.0,1.0,0.116793,1.0,1.0,1.0,0.009142,1.0,1,0,0.948398,1.0,0,Near_Prime,0.0552,0.042446,209.00357153374054,0.074347,1.0,127.13999999999999,480,3358.381726584991,0.04244605240295044,14
45207.54,3507.295,8,8,24,6,19,22,9.78,13,Bad,2497.48,38.54245777149914,172,Yes,148.91327341500903,143.88671149746492,High_spent_Medium_value_payments,307.92951508752606,0.0552,0.042446,1.0,1.0,0.087772,1.0,1.0,1.0,0.041013,1.0,1,0,0.916517,1.08,1,Near_Prime,0.0552,0.042446,308.3396621719931,0.045326000000000005,1.0,127.13999999999999,418,3358.381726584991,0.04244605240295044,14
45207.54,3507.295,8,8,24,6,24,20,9.78,13,Bad,2497.48,33.964677136761175,173,Yes,148.91327341500903,76.84072654148487,High_spent_Medium_value_payments,374.9755000435061,0.0552,0.042446,1.0,1.0,0.106883,1.0,1.0,1.0,0.021903,1.0,1,0,0.935633,1.08,0,Near_Prime,0.0552,0.042446,271.7174170940894,0.06443700000000001,1.0,127.13999999999999,480,3358.381726584991,0.04244605240295044,14
30346.35,2651.8625,5,4,14,7,29,9,18.8,5,Standard,523.56,25.307354031106303,92,Yes,96.72128021256924,169.11618624382368,Low_spent_Small_value_payments,289.34878354360706,0.0173,0.036459,1.0,0.766667,0.10907,1.0,1.0,1.0,0.063749,1.0,1,1,0.899754,0.96,0,Prime,0.0173,0.036459,101.22941612442521,0.07261100000000001,1.0,94.0,261,2555.141219787431,0.03645921347697788,11
18681.465,1584.78875,2,3,9,2,1,8,3.9,3,Good,327.88,28.06382123496347,316,No,24.8214249786604,71.93630035975555,High_spent_Small_value_payments,321.7211496615841,0.0176,0.015652,1.0,1.0,0.202878,1.0,1.0,0.75,0.045363,1.0,0,2,0.938946,1.04,0,Prime,0.0176,0.015652,84.19146370489041,0.187226,0.0,11.7,8,1559.9673250213395,0.01565241585845555,5
72330.98,6300.581666666666,0,3,11,1,1,7,4.62,5,Good,596.78,33.74384689259225,336,No,31.37979415843871,261.87254396996724,Low_spent_Small_value_payments,626.8058285382607,0.0083,0.00498,1.0,1.0,0.099468,1.0,1.0,1.0,0.041557,1.0,0,2,0.953456,1.04,0,Near_Prime,0.0083,0.00498,101.23154067777676,0.094488,0.0,23.1,7,6269.201872508227,0.004979669520816924,4
4602545.0,8527.755,3,3,6,1,4,9,3.11,7,Good,1374.56,31.22177904222145,265,No,64.00168567310892,177.27095161401814,High_spent_Large_value_payments,851.5028627128729,0.0003,0.007504,1.0,1.0,0.099839,1.0,1.0,1.0,0.020785,1.0,0,2,0.971707,0.96,0,Subprime,0.0003,0.007504,93.66533712666435,0.092335,0.0,21.77,36,8463.75331432689,0.00750422373172977,4
31021.24,2660.636339227669,7,7,11,4,20,20,11.21,7,Standard,852.81,29.05362022009968,339,No,186.22617257061623,167.46544946804633,Low_spent_Large_value_payments,287.3857054003354,0.0275,0.069967,1.0,1.0,0.107973,1.0,1.0,0.875,0.062918,1.0,0,1,0.867065,0.96,0,Near_Prime,0.0275,0.069967,203.37534154069778,0.038006,0.0,78.47,400,2474.4101666570527,0.06996679817824164,11
39800.12,3047.6766666666667,7,5,12,3,17,18,18.53,4,Standard,660.69,33.83231835702849,185,Yes,58.48765733950958,254.3090005434428,Low_spent_Small_value_payments,281.97100878371435,0.0166,0.019185,1.0,1.0,0.09249,1.0,1.0,0.666667,0.083416,1.0,1,1,0.897366,1.04,0,Subprime,0.0166,0.019185,169.16159178514246,0.07330500000000001,1.0,74.12,306,2989.1890093271572,0.019184604907104913,8
39800.12,3047.6766666666667,7,5,12,3,17,18,18.53,6,Standard,660.69,30.3763626789762,188,Yes,58.48765733950958,281.0353367330702,Low_spent_Medium_value_payments,245.2446725940869,0.0166,0.019185,1.0,1.0,0.080443,1.0,1.0,1.0,0.092183,1.0,1,1,0.888596,1.0,0,Subprime,0.0166,0.019185,151.881813394881,0.061258,1.0,111.18,306,2989.1890093271572,0.019184604907104913,8
15398.95,1548.2458333333334,1,7,5,4,1,0,6.41,8,Good,343.84,41.27143023516286,290,No,34.81396985624466,96.29585881449027,Low_spent_Small_value_payments,313.7147546625984,0.0223,0.022472,0.0,1.0,0.202495,1.0,1.0,1.0,0.062157,1.0,0,2,0.915317,0.96,0,Prime,0.0223,0.0,288.90001164614,0.18002300000000002,0.0,51.28,0,1513.4318634770887,0.022471559456344936,11
15398.95,1548.2458333333334,1,7,5,4,1,0,13.41,8,Good,343.84,31.74691660199067,292,No,34.81396985624466,45.39012955896059,High_spent_Medium_value_payments,324.6204839181281,0.0223,0.022472,0.0,1.0,0.209535,1.0,1.0,1.0,0.029298,1.0,0,2,0.948197,1.0,1,Prime,0.0223,0.0,222.22841621393468,0.187063,0.0,107.28,0,1513.4318634770887,0.022471559456344936,11
