Customer_ID,County,Population_Density_Category,Annual_Income,Monthly_Inhand_Salary,Outstanding_Debt,Num_of_Loan,Total_EMI_per_month,Credit_Utilization_Ratio,Credit_History_Age,Num_of_Delayed_Payment,Monthly_Balance,Default_Flag
30,Uasin Gishu,High,740135.8087238153,114589.81876667205,107009.01583411827,2,7195.275885712345,0.8059305953046674,80,3,21863.83824487634,0
31,Kisumu,High,1028613.4278484045,94266.33288614785,219139.78051621266,6,8000.0,0.3414488872976345,131,0,31896.68598007108,1
32,Elgeyo-Marakwet,High,974012.551033624,76430.85895863776,144376.40097304387,1,8000.0,0.6770240687048477,197,5,24790.046235694565,0
33,Machakos,Medium,1318123.5219018972,68167.79862149904,372065.33743489865,0,8000.0,0.13342575501281811,35,5,19001.20787116602,0
34,Kitui,Medium,1244829.9883718728,80612.56042224572,126586.69390914941,3,8000.0,0.2502990819435119,238,0,30187.754029961765,0
35,Nairobi,Very High,876924.1129634714,87616.58461696659,538894.7359201298,0,8000.0,0.7461434595969745,131,1,22588.010085003054,1
36,Migori,Medium,795579.8494274326,93164.13644494959,231784.92789041976,4,8000.0,0.8533876165633931,97,3,21475.02010647547,0
37,Kilifi,Very High,1289777.81327203,70664.91512917647,265782.5618768369,7,8000.0,0.06462406728565792,95,0,35808.248427165934,0
38,Kakamega,Medium,1037884.8798137952,107879.81071505292,292123.1477084758,4,8000.0,0.1997847654825728,220,0,21921.496595576136,0
39,Garissa,Very High,856463.058307813,74334.70679099018,241251.43034510422,1,8000.0,0.2391457824222637,143,4,19788.535907809164,0
40,Murang'a,High,402734.5607927967,92748.16354417661,391563.39559278975,2,8000.0,0.5174495427732893,80,1,23704.507382809927,0
41,Mandera,Medium,711125.1379082234,80050.91226146829,267469.39092858444,5,8000.0,0.18876047963322867,124,0,14014.350702590269,0
42,Bungoma,Very High,693742.980807598,69685.29154879118,187430.3933127211,4,8000.0,0.9284574594220667,114,3,39299.67588934319,0
43,Nyandarua,Medium,863404.8433282162,45545.98381305444,86198.2887313471,3,8000.0,0.3990759026590411,75,2,12170.313391781745,1
44,Lamu,High,1054629.5841886625,56417.121061639074,296958.1099203087,6,8000.0,0.1785358941980637,34,0,35075.52139890975,0
45,Samburu,Very High,1092813.3060805593,92651.03308973875,359727.00173402677,1,8000.0,0.7468102705237972,27,5,27311.091305518436,1
46,Embu,Medium,1275008.9213223276,86285.05944074341,97916.04215212428,4,8000.0,0.555630310365901,147,3,24805.260757296037,0
47,Mandera,Medium,1132848.9594175543,83889.78638108601,204264.29946026203,3,8000.0,0.8726921780847449,139,2,23061.803195989756,0
48,Trans-Nzoia,High,574883.021294754,98312.29864955247,365881.7840215935,5,8000.0,0.8920369593759269,49,2,24243.98302334969,0
49,Kwale,High,1157501.8948851065,60311.778097884584,147837.5822969114,0,8000.0,0.820297983493853,68,3,33518.30665599723,1
50,Kirinyaga,Very High,1333331.17631834,67919.5881725895,146744.99581865856,7,8000.0,0.5579065248765657,183,1,18528.79968395224,1
51,Elgeyo-Marakwet,Medium,1320952.0192551506,68934.50571804887,231810.4276420327,5,8000.0,0.25034066664793847,124,1,35360.08682237495,1
52,Nairobi,Medium,596784.1376729391,54918.75388346113,407839.1764959533,3,6993.124421942514,0.4357239484316004,130,3,13407.527749223389,0
53,Garissa,High,852225.8495053885,63012.55757987568,360230.3744840301,5,8000.0,0.48429246012925903,66,1,10802.427701660854,1
54,Migori,High,1140243.4373924932,58912.50344839378,407928.5919262219,1,8000.0,0.92797178631838,25,4,37580.17713041702,0
55,Wajir,Very High,610414.2416094677,51452.09549127593,130763.62272228145,4,8000.0,0.2773499626204825,208,5,14406.438673789657,1
56,Nairobi,Medium,468771.2540202126,61546.11911932983,170852.68503167818,2,8000.0,0.4412539927362185,199,3,15374.024519068298,0
57,Kericho,Medium,978488.9216926558,74012.6662213899,228589.7793521179,2,8000.0,0.5561095850083523,113,0,16526.626396716045,0
58,Embu,Very High,731102.1432233243,101806.51361079975,213219.404340401,7,8000.0,0.40202231355185986,94,1,28562.513026753342,1
59,Makueni,Very High,492137.23324634583,59711.285508419496,156784.64544748882,3,8000.0,0.15855870665290334,148,0,16037.584602068893,1
60,Bomet,High,1207380.1106881364,91101.94137216269,307698.7991459379,3,8000.0,0.8513975202439537,171,3,23961.96760585655,1
61,Busia,High,941078.1645294956,78317.73365228996,54422.58767839614,7,8000.0,0.7710910958400006,138,0,-3409.127586191691,1
62,Lamu,Very High,769826.916364385,81554.55640682892,267952.8551745385,3,8000.0,0.28084604082233944,20,0,5323.752760638148,1
63,Kwale,Very High,659078.9789518968,77171.79734297168,449423.60001486324,4,8000.0,0.452728910092511,223,3,13168.465135305185,0
64,Taita-Taveta,Medium,943641.5370858401,47197.421548476006,259420.17569573765,7,7564.946117330672,0.711732492859573,16,4,13936.294257405589,1
65,Kisumu,Very High,1028854.2997313819,59225.0577654543,150133.92917074257,2,8000.0,0.9262135234312165,184,2,-10788.38032071714,0
66,Lamu,Very High,981483.1682008622,83603.69326902853,96348.70136488948,2,8000.0,0.20076071673979573,38,0,16593.471468582804,1
67,Nandi,Medium,520271.6696827796,75692.84841651797,293296.99266466644,1,8000.0,0.6241877352054069,106,1,18628.078398417314,1
68,Nyandarua,Very High,1019213.016059259,50314.44630854618,458365.3580024849,1,8000.0,0.7857961608565389,130,6,34907.35015656506,1
69,Trans-Nzoia,High,1073612.3773367493,71737.92980101924,275612.20882080065,0,6960.509816459447,0.07331318884243294,169,0,17640.113571140348,0
70,Migori,High,814148.9823244164,83885.43926938163,209775.81832559634,4,8000.0,0.7798879800858318,174,6,-664.6942842757089,1
71,Kajiado,Medium,1159902.5954872295,56192.59894396091,158441.2785124447,3,8000.0,0.7609116395483972,107,2,22443.41170462154,0
72,Marsabit,Very High,687020.6517644037,69050.43821806305,72716.20267596332,1,4996.114714563953,0.8811341317149491,80,3,25142.605914296662,1
73,Bomet,High,1222646.1965077505,97775.47191357946,282698.7366477774,0,8000.0,0.1259811718334822,168,0,12379.315038370454,1
74,Embu,High,933078.9211076611,83839.7477234386,57819.06704509791,0,8000.0,0.16185850130408674,62,2,38810.49576182978,0
75,Laikipia,High,775957.631995861,98799.912935035,359820.40245494235,2,8000.0,0.5168151288358653,69,1,33130.1494951748,0
76,Kitui,High,820387.877417306,69354.79562118227,325250.55213205813,4,0.0,0.8344626523691289,206,1,12594.190474341798,1
77,Wajir,Very High,1149821.2208574913,91225.27615010162,224074.213083931,4,8000.0,0.8370595130976227,80,3,36026.03719138422,1
78,Embu,Very High,959310.587478844,59526.405878342135,327735.4163692436,5,3738.5969858358185,0.6800573799466366,238,1,31582.398772963305,0
79,Turkana,Very High,1061266.831626889,87454.86995817909,270725.4036764357,3,8000.0,0.4538678204563983,166,1,14173.07308497833,1
80,Busia,Very High,1168667.3256813525,64275.6375262682,326663.02569908474,7,8000.0,0.2580207305155648,38,2,21580.308139324305,0
81,Murang'a,High,768505.7335166705,81857.38880663965,357357.45620086486,4,8000.0,0.4772123199261699,96,3,-2442.4056074944165,0
82,Machakos,Medium,931824.5840198407,82615.57813166089,219395.73704394538,5,8000.0,0.2453578443631687,151,2,22548.19565140596,0
83,Kisii,Medium,843886.0099207531,85323.50012774131,94437.46526731335,7,8000.0,0.7457177229496066,144,2,23836.665513453503,0
84,Nyandarua,High,1154264.4944890845,59878.62502103735,520960.7134231117,3,8000.0,0.42935638766205364,67,1,33058.89111360826,1
85,Nairobi,High,804386.14533236,79746.4468198048,224407.45634926553,4,8000.0,0.5354258940344083,52,4,21537.759288223155,0
86,West Pokot,Medium,911957.9410904679,75376.37032337938,198640.21109467777,7,8000.0,0.6628400947407742,99,4,19798.5334625764,1
87,Trans-Nzoia,Medium,1473931.150286883,93816.30617508698,303278.46680651006,7,8000.0,0.5237833758082736,66,2,27612.404529516323,1
88,Samburu,High,1221279.0685582694,65397.78828409245,226805.62567194315,2,8000.0,0.7297770358252998,85,0,23452.23053741724,1
89,Kisii,High,641192.972451145,55407.10804159609,99041.66912552301,5,8000.0,0.7574561434076079,189,3,21651.266312593263,1
90,Siaya,Very High,1125494.0268395045,50320.11753008526,106979.5628415102,0,8000.0,0.268460976437602,29,1,22868.686880622867,1
91,Nandi,Very High,1072192.32208916,70714.79663833478,143157.97303025704,4,8000.0,0.31832607591780077,198,2,17441.80602373696,1
92,Kitui,Medium,624840.915541277,68596.89178737518,292880.99394078914,6,8000.0,0.10338907450690449,80,4,-6879.948127072334,1
93,Kisii,High,872486.0660525984,70490.65222787527,166542.94888158457,4,8000.0,0.13027557127005537,11,3,23676.253241814095,1
94,Mombasa,Medium,663074.2346956965,70560.56477237075,362261.57444854506,2,8000.0,0.7965284889569411,81,3,9201.422208046455,0
95,Samburu,Very High,301849.5563701802,95916.23505188234,231403.04334283504,1,7986.971645732401,0.24259970967274574,31,2,5078.031669781951,1
96,Garissa,Very High,863507.1188643128,72794.77415064922,240559.30047719413,3,8000.0,0.8011971748689112,88,3,20642.111178248386,0
97,Mandera,Medium,773477.4676232014,91969.28950039594,257197.5112487284,7,8000.0,0.9372904072151328,198,5,19122.9934192323,1
98,West Pokot,Very High,624774.4036700975,80764.21183992295,125271.76050537436,1,8000.0,0.26853055351193356,231,3,16552.644574384278,0
99,Mombasa,High,897603.433331901,61308.193905120694,403025.8240058472,0,8000.0,0.46433597520967285,187,2,32449.533374478204,0
100,Migori,Medium,369846.8860853091,75126.9825202986,287230.4336712502,1,8000.0,0.533355270078555,195,1,45502.46772555873,0
101,Wajir,High,910318.7348357599,98182.89813388686,229228.7883726722,7,8000.0,0.8985366378226206,89,5,4671.001606475911,1
102,West Pokot,High,903849.5302777844,90227.52928997336,186497.2182327916,6,8000.0,0.21076714517966416,17,1,21906.388982306227,0
103,Isiolo,Very High,1069684.8883051493,93037.63495584315,184177.26030823623,6,8000.0,0.8023822722291216,157,1,21757.819074595784,0
104,Makueni,High,499205.1910321979,82572.38969518567,111131.29581017816,0,8000.0,0.9120040527661447,229,2,27068.89958760357,0
105,Wajir,Medium,1434856.0639645816,67841.04216595281,90205.96408680436,3,8000.0,0.5489749148225531,230,0,25750.282360798574,0
106,Kericho,High,1338950.5563542203,99600.76560222021,90235.45717779367,2,8000.0,0.18715379111975033,44,4,28241.038380292543,1
107,Kericho,High,706696.3079585489,83392.31078244216,377555.19707529305,6,6661.675341769156,0.35042409328426527,79,3,25995.860946980203,0
108,Narok,High,1264934.7139167779,88963.5295494369,158014.16829244228,6,8000.0,0.9131837831069514,155,1,47945.01711402135,0
109,Tana River,High,1114268.0281856311,76628.05010933848,120844.64375397317,0,8000.0,0.20140086991126793,181,1,39347.31395309282,1
110,Kisumu,High,790143.7185534217,59499.20288254331,404554.1150140568,3,8000.0,0.4888694786379799,238,3,417.87593395023214,1
111,Bungoma,Very High,748286.748542184,80924.20612291385,257283.59162462616,5,8000.0,0.22087359411447144,211,3,15519.075870536923,1
112,Siaya,Medium,767193.8537303407,100409.2212353719,109147.45319988491,2,8000.0,0.8637127399078754,9,1,7197.491176251564,1
113,Elgeyo-Marakwet,Very High,1606592.2192423432,87123.80487973138,318489.54442067107,1,8000.0,0.5813923378015974,34,2,36784.57641186397,0
114,Garissa,Medium,1240029.8572278507,83307.52992454804,424381.792691224,1,8000.0,0.8810125377827321,139,3,23663.586924089726,1
115,Mandera,Medium,849306.776529366,62101.68070895596,331361.65859916445,0,4256.288045852538,0.9015531267243998,52,3,24436.502878797248,0
116,Wajir,Medium,870894.3999925549,97845.65597986955,266582.8150461819,4,8000.0,0.49007175957094556,60,0,23500.647052935463,0
117,Meru,Medium,1111862.052670328,95208.60403631683,306146.5685528607,5,8000.0,0.8933923190982289,237,0,30536.83278821315,0
118,Kajiado,Medium,1100911.0621206597,48266.146427211585,393377.7941256369,4,8000.0,0.05063738549027918,239,1,2418.3921515406983,1
119,Narok,High,660780.9556544225,88933.73210782885,457357.8268425989,5,8000.0,0.22289542853263433,108,3,-3382.9762800934295,0
120,Turkana,Very High,974384.65880506,71258.16279776974,135874.7079778908,2,8000.0,0.7105985676259909,188,0,28875.500956009913,0
121,West Pokot,Very High,761864.1179141619,79375.1519910846,252685.05201690426,7,8000.0,0.5238393928047782,182,0,17435.45365393862,1
122,Kakamega,High,938049.94532902,62736.09258230234,322549.33781816723,1,8000.0,0.9418567637122606,158,1,17717.362012286932,0
123,Kericho,Medium,887996.7167147872,76811.51566311777,270638.1165151319,3,8000.0,0.7558546681161318,178,0,10261.782385154687,0
124,Migori,Very High,1154411.1180609418,58495.77342979142,313563.5429606349,5,8000.0,0.6477126693976414,141,3,6129.7594373029315,1
125,Busia,High,832930.7696688885,62951.401826694426,515033.97298505675,2,8000.0,0.8709518046046368,16,2,28915.18108819577,0
126,Kiambu,High,929579.371140219,82765.42915796646,218581.41097248276,0,8000.0,0.3534809060077425,134,0,13286.878835105807,1
127,Uasin Gishu,Very High,430477.0415292499,63647.67885845971,80470.16942797502,5,8000.0,0.20082097690123513,203,4,13643.30212967599,1
128,Kericho,Very High,980913.2322883205,81433.67272566943,472007.3520314116,0,8000.0,0.5423718740115502,107,3,11899.470944455243,1
129,Mombasa,Medium,705369.5682247719,76645.79775216861,462135.252437333,2,8000.0,0.26462663450217466,161,2,1660.6126456388338,0
130,Kericho,Medium,520716.24253934465,110729.5220384037,315191.2779244549,3,2186.5085333438074,0.2591471949902324,229,2,20243.714410521345,0
131,Kakamega,Very High,1182278.5568964342,65298.02689251517,190581.66105695607,1,8000.0,0.3256707094218857,142,2,22405.19087945682,0
132,Nairobi,Medium,889557.6581335065,69956.71266003657,352902.58055317064,1,8000.0,0.6576248608277859,103,3,28498.231005868918,0
133,Embu,High,380710.2200660046,64252.69625172928,253917.83332234222,3,1990.668666074058,0.07123111301708539,54,2,14156.51809646361,1
134,Kilifi,Medium,704094.1094855762,96445.90667091601,212873.75206243305,1,8000.0,0.8149896072817628,199,2,51.06920466612064,1
135,Mombasa,Medium,901250.437858801,76597.09325677835,168831.69689047057,5,8000.0,0.600842081627249,155,2,29365.429303195146,1
136,Tana River,High,908687.2849569515,72579.27156653687,248048.93794118895,7,8000.0,0.32400889534256766,172,1,18145.45043381761,0
137,Trans-Nzoia,Medium,775148.5777472918,86554.48893051833,315627.8795120365,4,8000.0,0.15179408369645825,156,0,1833.9131082733802,0
138,Embu,High,200000.0,61947.60576360884,269701.19544881175,4,7579.177954759251,0.7610221067813706,66,2,31933.40938574911,1
139,Bungoma,Medium,762021.9608766272,54867.52217677133,356117.8776339863,3,8000.0,0.4427902369458841,121,4,-2714.431266005875,1
140,Uasin Gishu,Very High,1167758.3286806676,79277.23549857398,223691.6766624794,6,8000.0,0.44177535137611823,72,2,19219.2935932883,0
141,Mandera,Medium,1250598.6161281092,77431.89139724245,199767.90888178028,7,8000.0,0.473207586036486,176,5,3480.756746883082,1
142,Kitui,Very High,748127.2591441002,63952.85635395798,296492.73787111504,7,8000.0,0.42255455485076443,178,0,19859.67896818886,1
143,Kitui,Very High,1370833.5274172511,80334.15904494017,260356.17362209805,4,8000.0,0.5119654735644511,85,1,13350.617389584977,0
144,Trans-Nzoia,Very High,495747.22881296306,102747.93296080113,428086.0365127128,5,8000.0,0.6175871071826551,46,2,14349.481913447593,1
145,Kisumu,Very High,697492.1203426104,81714.65460295686,208410.4558693385,2,8000.0,0.43791123365312173,99,3,10206.219667885824,1
146,Tharaka-Nithi,Very High,1122874.030929017,45266.92671884378,189725.6824114625,1,8000.0,0.9255225952451429,152,1,20014.0881212313,0
147,Nakuru,High,1083513.8012508173,96256.60809228045,229743.54134454537,5,2537.5051844960326,0.4078371227917964,49,2,44535.34794042139,0
148,Bungoma,High,897595.2303761619,104840.36130918901,200420.14099122104,2,8000.0,0.24299563240693028,31,0,24667.570485250966,0
149,Nakuru,High,620218.5469799221,82936.99987889,174375.15112469625,3,8000.0,0.9320952266982031,149,1,22299.924506621333,0
150,Lamu,Very High,619550.4941005805,77569.79730236753,54142.28380810475,7,8000.0,0.31649909385261343,155,1,23453.569008288247,1
151,Baringo,Medium,718579.0746854444,51787.905743911724,111569.64353966955,5,8000.0,0.6087278398036943,139,2,31102.62179989898,0
152,Kakamega,High,630414.6595449864,62016.72095288097,235574.51331319852,5,8000.0,0.7957398363447049,42,2,25415.19839781003,0
153,Turkana,Medium,932675.7876477258,70395.94305645656,93091.64094957971,6,8000.0,0.05355927352431264,202,1,24614.577464406088,1
154,Bungoma,Medium,876933.1620581314,63983.38360244435,317758.8937602243,4,8000.0,0.3045499756937328,211,2,-1339.6382506659902,1
155,Kisii,Very High,609659.5422742706,67358.89033738668,294397.7162198366,2,8000.0,0.5286366163697519,157,1,20469.28186531949,0
156,Kitui,Very High,811279.2831665328,76852.57660716271,169613.92734493536,2,8000.0,0.4602937370439501,211,4,11385.34979436168,1
157,Homa Bay,Very High,237640.8796729719,64731.86503203122,243657.67757962923,6,8000.0,0.1155176330353391,206,4,27635.049513923914,1
158,Nandi,High,984805.1198312695,97791.87119758785,227004.68363825307,0,8000.0,0.45235073080641863,173,0,17946.319593313296,1
159,Bomet,Very High,1079181.4012201426,76116.58455065018,33422.14099532622,7,8000.0,0.14535472692505252,125,1,30686.110716879564,1
160,Tharaka-Nithi,High,672047.4715482511,82568.06564648707,303393.0148319211,2,8000.0,0.27488274388319694,208,0,8650.375207469206,0
161,Nakuru,High,703406.005783661,82639.50628752228,178300.3048224582,4,8000.0,0.7239092676154892,143,0,31291.730679710003,1
162,Garissa,High,964472.1844903134,80739.70601546529,133029.65272672148,1,5610.567026335739,0.21071452275628427,164,2,29937.756855531516,1
163,Kiambu,High,926566.5347923927,75711.79674120972,331385.198026454,6,8000.0,0.6487522655937927,184,2,27383.857369492798,1
164,Elgeyo-Marakwet,Very High,1093279.5890204203,89992.0530239717,279184.5055910656,1,8000.0,0.9256371834478125,187,3,23492.918843624288,0
165,Kwale,High,705830.0824840948,93137.63396204649,359349.57535010495,1,4447.210415953434,0.2722848607480367,222,1,30684.65211473365,1
166,Kisumu,Very High,734860.6656819407,44051.54097064591,235853.50114607887,4,8000.0,0.2835925110662887,58,4,22884.949971097896,0
167,Kisii,Very High,844825.3791359195,53442.79914571287,275836.0104565188,1,8000.0,0.9077831909285118,153,2,27655.079804925084,1
168,Taita-Taveta,High,633469.46886366,66858.04126031896,345898.77369653573,5,6997.5154037977,0.648625120058949,130,5,23485.614895885443,0
169,Elgeyo-Marakwet,Very High,839380.2364615267,58266.331768301956,451160.4957638632,6,8000.0,0.7430935259392843,164,4,16818.36280903641,0
170,Elgeyo-Marakwet,Medium,637556.7104348401,63974.04629245787,212623.05900587127,5,8000.0,0.7623621849325142,149,2,37204.31261822868,0
171,Migori,Very High,1004392.5543918416,68207.5612152052,279771.3435583292,6,8000.0,0.7068722561702989,106,2,24410.475503655794,1
172,Migori,Very High,666173.5112048999,71146.3814059619,318828.19153875764,1,463.12945010038493,0.9291178350977014,75,0,17526.467044198773,0
173,Kirinyaga,High,963223.1865400048,52632.73128893183,317870.65075487003,3,8000.0,0.29727085491992117,48,3,31602.00471237192,1
174,Baringo,High,1264154.0594620095,68786.44469724817,188419.635168819,3,8000.0,0.5165324899309862,128,2,36024.72853235906,1
175,Isiolo,Very High,1007056.0441767111,96340.13897359965,236556.75727670942,0,8000.0,0.6476705856757735,16,3,1689.584732116149,1
176,Elgeyo-Marakwet,High,943971.5139402169,71229.04994380233,317651.87383104814,5,8000.0,0.6865350199168723,181,1,23203.596279828278,1
177,Samburu,Medium,559089.9979418514,83879.67395544566,271123.7697248014,0,8000.0,0.22293945667229503,124,2,14768.976622063205,1
178,Bungoma,Medium,1247258.6332045265,73990.41472452464,479756.61352071003,2,8000.0,0.8379565888893145,173,4,44013.53046707095,1
179,Narok,High,1178932.0555047635,76723.25619637888,212859.12278011173,2,5550.779762322994,0.7832703910644309,152,2,36754.90936334405,0
180,Mombasa,Very High,860913.6832445543,73267.40533734496,154032.28251776125,5,8000.0,0.2877516679056505,70,2,8055.129443108284,0
181,Uasin Gishu,Medium,803970.7485269685,86144.88514962868,308140.97776451946,5,8000.0,0.5395696114234899,191,0,21874.97212292958,1
182,Tharaka-Nithi,Medium,696504.9613287174,62686.73861549924,137394.72783848288,7,8000.0,0.3152380422135566,160,2,12532.114905221228,1
183,Siaya,Very High,1347344.2359289553,77565.73278113914,194985.7599666103,6,8000.0,0.37929878874696943,218,1,-6271.869262645105,0
184,Kilifi,High,1095991.1434790606,66345.36084541607,259682.1234057674,2,8000.0,0.5302122630690607,174,2,5566.496871471851,0
185,Bungoma,Medium,710398.0521599832,85053.02791380102,246044.57041218184,6,8000.0,0.5355348944373901,147,2,19870.43201042993,0
186,Taita-Taveta,Very High,1174817.412618018,58380.53887677674,242750.92606411464,0,8000.0,0.5288529568262054,89,4,12001.493928178654,1
187,Wajir,Very High,1234787.1687893854,84758.27723095207,182381.5856756726,1,7609.923313526074,0.5398331910887074,168,3,23031.363677225927,1
188,Uasin Gishu,Medium,894696.7562708219,78128.32953132084,294369.2792856003,6,8000.0,0.6225176166567156,106,2,16707.766645563785,1
189,Mandera,High,813913.1615823824,56029.39433880565,510710.72334428434,2,8000.0,0.06413620356346726,228,0,22049.026382675063,0
190,Kakamega,Medium,651729.1367907115,101191.79822171482,349533.121916076,1,8000.0,0.17584015995657765,7,2,25956.34178115538,1
191,Narok,Very High,1076857.1335557343,83367.59253028085,28751.077800264204,1,8000.0,0.4732495033671746,215,3,19972.394734412213,1
192,Kisumu,Medium,793231.0653558573,58714.936024290044,201122.5037362165,0,4178.509443982082,0.6875514480165635,218,1,32250.345219694995,0
193,Migori,High,782894.0133782107,77351.19339851086,313837.34032416204,7,8000.0,0.5083405332004107,94,2,31030.868325731626,1
194,West Pokot,Very High,897117.7475895172,50410.081239928455,70500.67676900691,6,8000.0,0.6160481622380989,18,1,16061.226951988709,1
195,Kitui,High,695498.1535694026,49283.362866926065,0.0,3,8000.0,0.9236249429083636,41,1,43581.6436131744,1
196,Nakuru,Medium,1282105.825325787,92943.72654374814,163019.70133917188,5,8000.0,0.7070592238497907,86,4,14587.19770772451,1
197,Nakuru,Medium,1141977.947524516,56998.606673584974,152958.78774599076,3,5662.285630322012,0.8958799924657234,209,1,11427.737652727972,1
198,West Pokot,High,919139.335985854,86810.07450657751,446809.49787904473,4,8000.0,0.06710494404596964,175,4,31072.05606478887,0
199,Siaya,Medium,687188.3470908398,92508.8424398479,292657.52296543797,3,8000.0,0.4524427116626448,219,1,10455.783605451683,0
200,Meru,High,700685.4231600271,60239.5942991122,232646.88780671568,2,8000.0,0.36906407860846824,157,1,21678.64284924898,1
201,Bungoma,Medium,689660.3258319423,106199.6438519273,212088.71434068927,0,8000.0,0.6849717710700589,20,3,19474.878723590326,1
202,Kwale,High,592325.6935355127,76390.81474986415,304078.9694540948,1,8000.0,0.8864927874352173,140,1,25645.339013753586,0
203,Kilifi,High,980671.488434899,75725.36705483655,273766.9060870279,0,8000.0,0.08625393198552854,136,3,18913.56273549491,1
204,Kakamega,Very High,739390.5599295773,60026.756222179596,303852.77535540576,6,8000.0,0.10157439306603816,153,0,23725.169465645435,0
205,Makueni,Very High,725112.2092034656,60297.91927481181,288779.54673610214,5,8000.0,0.65555200993582,130,2,545.457758646593,0
206,Kwale,High,696515.7743253934,42090.70467990191,374698.4418405066,7,8000.0,0.36144906530297766,176,1,17020.33267817786,1
207,Kwale,Medium,1150894.6477069326,63347.19090747854,253937.9899227979,6,8000.0,0.23271877280322,31,2,26647.78231442011,1
208,Elgeyo-Marakwet,Medium,710356.3749393106,92493.93736087423,343442.42674603604,4,8000.0,0.9092429566091337,50,0,24562.28414482442,1
209,Turkana,Medium,1217261.1212504038,59726.69142719216,292820.5492801287,4,8000.0,0.06263502545049185,33,1,6119.156622939454,0
